,relationship,hematokrit,alp,indicator,etytr,hbver,weight,er-cv,leukocyty,hemoglobin,erytrocyty,trombocyty,smoker,alt,ssn,ast,residence,name,company,birthdate,sex,blood_group,address,race
7458,single,7.08199,80.58226,1.0,3.00439,6.37887,65.30063,52.91648,3.38046,6.74714,7.64297,4.49725,N,3.32231,051-76-1059,55.64508,"8393 Hooper Camp Suite 198
Fieldsland, NE 98862",Michael Pham,Murray and Sons,09/04/1982,M,O+,"986 Lee Summit
Port Nathantown, KY 07015",Hawaiian
7459,single,5.97094,90.96901,1.0,4.0997,6.11688,108.86811,42.41822,4.29059,5.9501,7.20511,5.9391,N,3.85115,051-76-1059,64.98584,"8393 Hooper Camp Suite 198
Fieldsland, NE 98862",Michael Pham,Murray and Sons,09/04/1982,M,O+,"986 Lee Summit
Port Nathantown, KY 07015",Hawaiian
7460,married,7.47721,51.15771,1.0,4.03557,6.06932,75.97319,38.58409,6.21275,7.68947,6.87302,6.29288,Y,1.97567,231-88-8062,68.65692,"2944 Crane Squares
Thompsonview, NH 47218",Susan Zuniga,"Powell, Hayes and Tanner",05/12/1996,F,AB-,"USS Kline
FPO AE 01385",White
7461,single,8.05915,80.82765,1.0,5.44644,6.77411,63.98205,49.10904,4.46047,6.41406,6.15016,5.49767,Y,2.66857,231-88-8062,63.88774,"2944 Crane Squares
Thompsonview, NH 47218",Susan Zuniga,"Powell, Hayes and Tanner",05/12/1996,F,AB-,"USS Kline
FPO AE 01385",White
7462,single,8.55877,76.94563,1.0,4.94075,5.45084,18.42986,36.31618,4.5408,7.26995,6.6412,4.91835,N,2.32346,231-88-8062,49.70074,"2944 Crane Squares
Thompsonview, NH 47218",Susan Zuniga,"Powell, Hayes and Tanner",05/12/1996,F,AB-,"USS Kline
FPO AE 01385",White
7463,divorced,6.15981,52.26709,0.0,6.32128,5.5806,53.88436,36.83884,4.90619,7.46806,5.36197,6.31591,N,2.71416,471-52-5281,50.81728,"Unit 4480 Box 7584
DPO AE 25709",Amanda Johnson,"Wolf, Flores and Snyder",09/02/1915,F,A-,"703 Tammy Track
Rogersshire, NC 19023",Black
7464,married,4.46476,81.98387,0.0,4.99366,4.26654,38.10067,37.31157,4.84251,5.93902,7.26738,5.99046,N,3.31319,471-52-5281,62.71518,"Unit 4480 Box 7584
DPO AE 25709",Amanda Johnson,"Wolf, Flores and Snyder",09/02/1915,F,A-,"703 Tammy Track
Rogersshire, NC 19023",Black
7465,single,6.20562,84.54832,1.0,3.47721,6.44246,92.09486,46.79304,5.18319,6.22668,6.62513,5.27048,N,1.96494,471-52-5281,64.54948,"Unit 4480 Box 7584
DPO AE 25709",Amanda Johnson,"Wolf, Flores and Snyder",09/02/1915,F,A-,"703 Tammy Track
Rogersshire, NC 19023",Black
7466,divorced,7.45318,80.01001,1.0,7.83224,4.86524,101.05418,51.01899,6.4783,5.84811,7.92605,6.56527,Y,5.08722,114-50-8626,68.46165,"09145 Matthew Curve Suite 454
New Mary, ME 07958",John White,Mcdaniel LLC,11/07/1951,M,AB+,"3332 David Rest
South Johnport, OH 56041",White
7467,separated,7.96016,85.89744,1.0,5.13801,6.46211,104.63994,28.15908,7.09146,6.35431,6.75638,4.30182,N,2.32275,114-50-8626,61.63636,"09145 Matthew Curve Suite 454
New Mary, ME 07958",John White,Mcdaniel LLC,11/07/1951,M,AB+,"3332 David Rest
South Johnport, OH 56041",White
7468,divorced,5.69779,81.18932,0.0,4.07371,5.52785,30.0034,61.18105,4.43447,6.63638,6.7871,3.33434,N,2.24028,114-50-8626,87.28136,"09145 Matthew Curve Suite 454
New Mary, ME 07958",John White,Mcdaniel LLC,11/07/1951,M,AB+,"3332 David Rest
South Johnport, OH 56041",White
7469,separated,6.52989,80.53722,0.0,3.90499,6.96629,107.72742,48.018,4.49558,6.8395,3.80361,5.49835,Y,0.56301,114-50-8626,66.44626,"09145 Matthew Curve Suite 454
New Mary, ME 07958",John White,Mcdaniel LLC,11/07/1951,M,AB+,"3332 David Rest
South Johnport, OH 56041",White
7470,separated,4.29214,73.56996,0.0,6.03193,5.77249,4.6793,35.6908,6.34854,7.08817,5.79867,5.49237,N,2.43315,731-92-3307,70.39997,"40024 Shelby Drives
South Harold, WA 26963",Todd Roberts,"Weber, Miller and Brown",09/09/2014,M,O+,"450 Jeffrey Street
Lake Laurenchester, AL 26434",White
7471,widowed,3.07918,83.4871,0.0,5.88924,5.81577,11.52139,58.43734,5.07906,6.21372,5.94054,6.58221,N,3.05355,731-92-3307,57.98961,"40024 Shelby Drives
South Harold, WA 26963",Todd Roberts,"Weber, Miller and Brown",09/09/2014,M,O+,"450 Jeffrey Street
Lake Laurenchester, AL 26434",White
7472,single,3.90232,58.45154,0.0,4.83613,6.64203,46.83712,27.24233,6.5481,4.98829,5.15158,6.5869,N,2.23242,731-92-3307,44.81354,"40024 Shelby Drives
South Harold, WA 26963",Todd Roberts,"Weber, Miller and Brown",09/09/2014,M,O+,"450 Jeffrey Street
Lake Laurenchester, AL 26434",White
7473,widowed,6.98638,86.39636,1.0,4.13033,8.11249,68.25376,56.61284,4.60699,5.81242,7.19755,4.86881,N,3.41847,864-15-6739,68.72497,"907 Craig Throughway
Smallmouth, KS 22592",Tammy Mills,"Diaz, White and Jones",01/01/1977,F,A-,"376 Cynthia Glen
South Fernandoland, NC 69396",Hawaiian
7474,single,8.81515,66.57401,1.0,4.49989,5.69425,73.47039,53.29615,2.53485,5.40295,6.64327,3.5158,Y,3.65758,864-15-6739,54.28884,"907 Craig Throughway
Smallmouth, KS 22592",Tammy Mills,"Diaz, White and Jones",01/01/1977,F,A-,"376 Cynthia Glen
South Fernandoland, NC 69396",Hawaiian
7475,single,5.24006,80.45266,0.0,4.24774,6.17233,37.82441,55.33537,5.06541,6.49784,6.13552,5.34174,N,2.62693,864-15-6739,75.19965,"907 Craig Throughway
Smallmouth, KS 22592",Tammy Mills,"Diaz, White and Jones",01/01/1977,F,A-,"376 Cynthia Glen
South Fernandoland, NC 69396",Hawaiian
7476,single,7.21198,79.43633,1.0,4.86624,6.3357,47.12226,48.76871,9.87471,6.03444,6.39588,7.20477,N,2.67691,174-53-7705,60.96011,"363 Andrea Lake
Lake Aaronport, IL 35645",William Patrick,Conrad Inc,10/23/1997,M,O-,"34226 Mcdowell Burg Apt. 577
New Erin, GA 89450",White
7477,married,6.62642,74.70119,1.0,5.02845,6.90023,84.26363,61.45208,9.01946,7.09462,7.59543,7.48072,N,3.71048,174-53-7705,67.32771,"363 Andrea Lake
Lake Aaronport, IL 35645",William Patrick,Conrad Inc,10/23/1997,M,O-,"34226 Mcdowell Burg Apt. 577
New Erin, GA 89450",White
7478,single,7.71025,83.90303,1.0,6.36482,5.32523,86.06774,60.55099,7.83727,6.04683,7.11147,6.07544,Y,2.82239,174-53-7705,52.80477,"363 Andrea Lake
Lake Aaronport, IL 35645",William Patrick,Conrad Inc,10/23/1997,M,O-,"34226 Mcdowell Burg Apt. 577
New Erin, GA 89450",White
7479,married,10.2698,89.41624,1.0,3.27418,6.09671,111.87364,54.81919,5.60392,6.41729,5.02781,7.99141,Y,2.52049,082-49-4513,76.36063,"893 Valdez Summit Suite 031
Paulville, OH 32991",Marcus Burch,"Mcguire, Solomon and Kelly",09/20/1945,M,AB+,"925 Mcdonald Creek
New Kyleland, WY 00995",Black
7480,separated,6.50808,86.10275,1.0,2.97904,6.71205,115.49359,48.83084,3.78468,6.58688,8.1031,7.51053,N,5.61871,082-49-4513,69.39154,"893 Valdez Summit Suite 031
Paulville, OH 32991",Marcus Burch,"Mcguire, Solomon and Kelly",09/20/1945,M,AB+,"925 Mcdonald Creek
New Kyleland, WY 00995",Black
7481,widowed,5.29352,27.49449,0.0,4.50105,5.54868,88.93897,32.87615,4.70814,8.41306,6.64157,5.48181,N,1.98246,082-49-4513,58.40244,"893 Valdez Summit Suite 031
Paulville, OH 32991",Marcus Burch,"Mcguire, Solomon and Kelly",09/20/1945,M,AB+,"925 Mcdonald Creek
New Kyleland, WY 00995",Black
7482,separated,3.33498,91.30953,1.0,2.93242,7.31733,78.6283,65.47674,7.96554,6.50842,7.17364,7.15507,N,4.13758,082-49-4513,50.78634,"893 Valdez Summit Suite 031
Paulville, OH 32991",Marcus Burch,"Mcguire, Solomon and Kelly",09/20/1945,M,AB+,"925 Mcdonald Creek
New Kyleland, WY 00995",Black
7483,married,8.1063,72.24392,1.0,4.63062,6.72361,33.09177,64.94596,3.30952,7.02135,8.03974,6.42396,N,4.75565,866-71-1204,53.4407,"4106 Nicole Haven
Brianstad, NM 98095",Gregory White,Brown-Harmon,03/05/2019,M,B+,"528 Chaney Via Suite 206
East Matthew, DC 14965",White
7484,married,5.01962,86.40445,0.0,5.08814,5.11361,135.48918,44.48763,4.14194,6.23677,4.8737,6.82458,Y,3.38451,866-71-1204,72.10054,"4106 Nicole Haven
Brianstad, NM 98095",Gregory White,Brown-Harmon,03/05/2019,M,B+,"528 Chaney Via Suite 206
East Matthew, DC 14965",White
7485,widowed,7.50975,61.54359,1.0,6.13269,5.57971,136.33394,40.2503,5.24414,5.11018,7.13056,6.62349,N,3.76456,866-71-1204,81.75612,"4106 Nicole Haven
Brianstad, NM 98095",Gregory White,Brown-Harmon,03/05/2019,M,B+,"528 Chaney Via Suite 206
East Matthew, DC 14965",White
7486,widowed,2.82161,81.78941,0.0,3.7579,7.15069,68.88119,53.28831,5.18492,6.23286,4.54588,6.15996,N,1.50502,114-23-9403,81.91931,"289 Michael Fall Suite 863
Bryceview, ME 78848",Steven Clark,"Moore, Sandoval and Lewis",08/06/1948,M,B+,"47444 Delgado Pike Apt. 556
Port Kristinshire, DE 81679",White
7487,married,6.568,58.41375,1.0,5.56564,6.14989,106.71358,46.36335,6.33178,4.93721,5.84683,7.4008,N,2.17697,114-23-9403,75.6381,"289 Michael Fall Suite 863
Bryceview, ME 78848",Steven Clark,"Moore, Sandoval and Lewis",08/06/1948,M,B+,"47444 Delgado Pike Apt. 556
Port Kristinshire, DE 81679",White
7488,divorced,7.12201,77.97205,1.0,6.05471,6.70603,82.65002,44.92515,6.70398,5.5363,7.84556,6.18105,N,4.14218,114-23-9403,76.69288,"289 Michael Fall Suite 863
Bryceview, ME 78848",Steven Clark,"Moore, Sandoval and Lewis",08/06/1948,M,B+,"47444 Delgado Pike Apt. 556
Port Kristinshire, DE 81679",White
7489,married,4.7597,26.15982,0.0,4.62095,7.21588,54.39208,37.51531,5.70935,4.02124,4.69724,4.87512,Y,2.48123,776-02-5876,78.46238,"83990 Burton Creek
South Annland, HI 76303",Amanda Meyer,"Herrera, Quinn and Chang",10/18/1989,F,AB-,"61873 Heather Flats Suite 322
Villanuevamouth, WV 97788",Asian
7490,nop,7.83251,81.94907,1.0,3.61953,6.82332,83.40508,50.89635,7.09493,6.19934,6.25284,5.35838,N,2.81968,776-02-5876,56.81381,"83990 Burton Creek
South Annland, HI 76303",Amanda Meyer,"Herrera, Quinn and Chang",10/18/1989,F,AB-,"61873 Heather Flats Suite 322
Villanuevamouth, WV 97788",Asian
7491,married,4.05213,77.05734,0.0,4.99861,5.01099,57.17411,55.00502,5.21142,5.51778,6.78364,5.4168,Y,2.91425,776-02-5876,60.24176,"83990 Burton Creek
South Annland, HI 76303",Amanda Meyer,"Herrera, Quinn and Chang",10/18/1989,F,AB-,"61873 Heather Flats Suite 322
Villanuevamouth, WV 97788",Asian
7492,divorced,6.18106,83.50135,1.0,4.96557,5.96022,42.05506,79.38402,9.45227,6.83152,7.19677,6.07185,N,3.05897,367-32-1575,64.59337,"3020 Justin Shore
Taylorstad, NC 68925",John Love,Hall-Ramirez,11/28/1939,M,A+,"9080 Morgan Ridge Apt. 415
North Ariel, VA 44241",White
7493,married,7.67726,67.31677,1.0,5.11486,5.45247,40.76702,61.065,7.12951,5.31407,6.79152,4.95648,Y,2.76618,367-32-1575,77.41602,"3020 Justin Shore
Taylorstad, NC 68925",John Love,Hall-Ramirez,11/28/1939,M,A+,"9080 Morgan Ridge Apt. 415
North Ariel, VA 44241",White
7494,single,7.46318,83.32396,1.0,3.61424,4.74141,51.20987,62.73298,5.15518,6.31094,6.9542,5.95341,Y,2.38686,367-32-1575,75.96952,"3020 Justin Shore
Taylorstad, NC 68925",John Love,Hall-Ramirez,11/28/1939,M,A+,"9080 Morgan Ridge Apt. 415
North Ariel, VA 44241",White
7495,married,4.41369,58.90506,0.0,4.45538,4.88868,89.49587,49.85597,5.14028,5.01056,4.72867,5.66375,Y,2.60669,717-94-6157,63.93219,"96568 William Underpass Apt. 777
South Stephanie, NJ 71074",Justin Gutierrez,Sutton-Johnson,11/01/1989,M,AB+,"9710 Hendrix Squares Apt. 722
Tyroneton, DE 31119",Asian
7496,divorced,5.53726,87.69564,1.0,1.65281,5.61477,106.46026,44.89699,4.06677,6.20522,9.01421,4.88014,Y,10.89167,717-94-6157,62.47911,"96568 William Underpass Apt. 777
South Stephanie, NJ 71074",Justin Gutierrez,Sutton-Johnson,11/01/1989,M,AB+,"9710 Hendrix Squares Apt. 722
Tyroneton, DE 31119",Asian
7497,single,5.67382,87.07426,0.0,4.12175,5.48413,11.6713,48.92496,4.84926,6.26101,6.4911,6.70899,Y,2.28385,717-94-6157,66.92041,"96568 William Underpass Apt. 777
South Stephanie, NJ 71074",Justin Gutierrez,Sutton-Johnson,11/01/1989,M,AB+,"9710 Hendrix Squares Apt. 722
Tyroneton, DE 31119",Asian
7498,single,4.36578,83.72214,0.0,4.45131,6.22619,26.65627,62.87618,3.832,5.83198,4.53696,7.30977,Y,1.98774,717-94-6157,85.83736,"96568 William Underpass Apt. 777
South Stephanie, NJ 71074",Justin Gutierrez,Sutton-Johnson,11/01/1989,M,AB+,"9710 Hendrix Squares Apt. 722
Tyroneton, DE 31119",Asian
7499,married,2.75329,82.33333,0.0,6.24304,7.86765,57.43041,67.07714,4.72427,6.07507,8.66747,6.44152,N,7.42441,136-54-2013,66.09758,"888 Porter Drive Suite 749
South Tyler, DC 70117",Robert Smith,Roberts-Frazier,08/28/1936,M,B+,"627 Anne Bridge Suite 126
Michaelside, AR 25604",White
7500,nop,6.85105,78.47313,1.0,3.5281,5.43548,100.5065,24.2684,4.38307,5.59277,6.51105,4.85972,Y,2.74723,136-54-2013,74.57392,"888 Porter Drive Suite 749
South Tyler, DC 70117",Robert Smith,Roberts-Frazier,08/28/1936,M,B+,"627 Anne Bridge Suite 126
Michaelside, AR 25604",White
7501,widowed,8.36701,35.23534,1.0,6.26466,5.60071,16.98054,51.46788,4.42874,8.08161,6.50745,5.73238,Y,2.43628,136-54-2013,76.58916,"888 Porter Drive Suite 749
South Tyler, DC 70117",Robert Smith,Roberts-Frazier,08/28/1936,M,B+,"627 Anne Bridge Suite 126
Michaelside, AR 25604",White
7502,single,6.70092,62.59933,1.0,4.14634,4.66811,40.15177,39.29881,4.72603,5.08928,6.7431,6.57822,N,2.73519,122-13-3901,57.23021,"PSC 7764, Box 1888
APO AP 51330",Sarah Becker,"Reyes, Gonzales and Harris",08/13/1999,F,A-,"184 Anne Key
North Christopherside, CO 33307",Black
7503,divorced,5.92912,71.0109,1.0,0.91037,3.82922,58.15696,27.51707,3.11826,7.09878,7.13038,5.581,N,3.52986,122-13-3901,62.55131,"PSC 7764, Box 1888
APO AP 51330",Sarah Becker,"Reyes, Gonzales and Harris",08/13/1999,F,A-,"184 Anne Key
North Christopherside, CO 33307",Black
7504,married,2.74826,87.30605,0.0,5.30478,7.15065,92.14208,63.50643,5.68079,5.64072,5.60025,6.59555,N,2.58615,122-13-3901,80.17664,"PSC 7764, Box 1888
APO AP 51330",Sarah Becker,"Reyes, Gonzales and Harris",08/13/1999,F,A-,"184 Anne Key
North Christopherside, CO 33307",Black
7505,married,5.25121,77.97555,0.0,4.35067,5.69273,94.93356,77.58413,5.23899,5.44061,6.24836,6.97253,N,2.92059,122-13-3901,52.49812,"PSC 7764, Box 1888
APO AP 51330",Sarah Becker,"Reyes, Gonzales and Harris",08/13/1999,F,A-,"184 Anne Key
North Christopherside, CO 33307",Black
7506,single,6.94727,84.02452,1.0,3.45634,6.168,116.05162,36.49632,4.20438,6.70804,6.67762,7.99191,Y,2.82039,193-66-4840,59.40025,"088 White Lights
Smithshire, PA 69001",Elizabeth Vaughn,"Clark, Collins and Roberts",11/05/2012,F,A-,"699 Nathan Crescent Apt. 015
Warrenstad, MO 62065",Hawaiian
7507,single,4.76437,36.70676,1.0,7.40787,6.26379,66.65248,31.17091,8.41415,4.3509,9.41398,6.5945,N,15.24516,193-66-4840,60.20664,"088 White Lights
Smithshire, PA 69001",Elizabeth Vaughn,"Clark, Collins and Roberts",11/05/2012,F,A-,"699 Nathan Crescent Apt. 015
Warrenstad, MO 62065",Hawaiian
7508,married,7.74595,80.24895,1.0,3.58513,7.38526,60.72433,44.63509,3.10231,6.05352,7.27614,5.20859,N,3.07998,193-66-4840,53.75642,"088 White Lights
Smithshire, PA 69001",Elizabeth Vaughn,"Clark, Collins and Roberts",11/05/2012,F,A-,"699 Nathan Crescent Apt. 015
Warrenstad, MO 62065",Hawaiian
7509,divorced,5.50778,75.45102,0.0,4.10384,5.41409,64.07381,36.86062,4.67632,5.6866,6.73972,4.43391,N,2.45313,652-45-3746,59.61181,"105 Reynolds Branch
Port John, HI 09980",Peter Wong,Coffey and Sons,12/08/1947,M,O-,"06898 Crystal Lock Apt. 773
New Andrew, CA 97972",White
7510,married,7.6682,86.5902,1.0,3.18656,7.16949,53.3706,24.65331,3.02812,5.84231,6.91616,6.25801,Y,3.822,652-45-3746,77.46963,"105 Reynolds Branch
Port John, HI 09980",Peter Wong,Coffey and Sons,12/08/1947,M,O-,"06898 Crystal Lock Apt. 773
New Andrew, CA 97972",White
7511,single,4.62073,78.05457,0.0,4.51913,5.5312,109.72414,40.84507,5.18852,5.661,6.46818,5.70271,Y,2.92636,652-45-3746,60.91701,"105 Reynolds Branch
Port John, HI 09980",Peter Wong,Coffey and Sons,12/08/1947,M,O-,"06898 Crystal Lock Apt. 773
New Andrew, CA 97972",White
7512,nop,9.44348,66.16559,1.0,5.83113,6.98855,91.21233,49.26752,5.73912,7.35455,6.45862,6.56482,N,1.43596,652-45-3746,59.27211,"105 Reynolds Branch
Port John, HI 09980",Peter Wong,Coffey and Sons,12/08/1947,M,O-,"06898 Crystal Lock Apt. 773
New Andrew, CA 97972",White
7513,nop,6.65671,75.99479,1.0,4.81677,7.84113,65.00659,52.39759,6.86606,6.99183,7.40372,7.49656,N,3.10555,631-68-3385,70.01467,"80449 Wheeler Knolls Apt. 481
Lake Michael, ID 74386",Alisha Mccarty,"Thompson, Haney and Tate",12/13/1920,F,O+,"5364 Colleen Harbors
South Michael, MS 37803",Black
7514,separated,6.94356,88.9303,1.0,5.23441,6.36806,75.39199,34.59795,5.19627,6.32428,8.15335,4.91085,N,5.31261,631-68-3385,61.03673,"80449 Wheeler Knolls Apt. 481
Lake Michael, ID 74386",Alisha Mccarty,"Thompson, Haney and Tate",12/13/1920,F,O+,"5364 Colleen Harbors
South Michael, MS 37803",Black
7515,married,6.24999,87.96113,0.0,4.48081,6.64769,68.68302,50.3334,4.20282,6.55958,4.33313,5.8387,N,1.88483,631-68-3385,49.31744,"80449 Wheeler Knolls Apt. 481
Lake Michael, ID 74386",Alisha Mccarty,"Thompson, Haney and Tate",12/13/1920,F,O+,"5364 Colleen Harbors
South Michael, MS 37803",Black
7516,single,6.40306,79.01092,1.0,4.59934,5.15602,65.76263,56.85702,6.66854,6.79246,7.71944,5.54783,Y,4.37073,631-68-3385,56.60618,"80449 Wheeler Knolls Apt. 481
Lake Michael, ID 74386",Alisha Mccarty,"Thompson, Haney and Tate",12/13/1920,F,O+,"5364 Colleen Harbors
South Michael, MS 37803",Black
7517,divorced,7.27113,81.9661,1.0,5.20851,6.36052,133.90827,55.54189,5.09332,6.94717,6.15187,7.75808,N,1.33185,201-61-8449,58.00853,"4799 Jessica Alley
New Andreatown, MO 29241",Christopher Collins,Lewis-Turner,01/04/2003,M,O+,"Unit 3262 Box 7594
DPO AE 59216",Asian
7518,single,7.86062,81.90861,1.0,5.65302,4.88699,54.51432,49.75673,4.6805,5.77579,6.49001,5.99026,N,2.07164,201-61-8449,68.68522,"4799 Jessica Alley
New Andreatown, MO 29241",Christopher Collins,Lewis-Turner,01/04/2003,M,O+,"Unit 3262 Box 7594
DPO AE 59216",Asian
7519,single,5.97548,80.6075,1.0,6.38718,4.5394,86.01156,47.27335,7.39612,6.42901,8.56565,4.8062,N,7.27792,201-61-8449,57.45847,"4799 Jessica Alley
New Andreatown, MO 29241",Christopher Collins,Lewis-Turner,01/04/2003,M,O+,"Unit 3262 Box 7594
DPO AE 59216",Asian
7520,divorced,5.08851,80.42789,0.0,4.41566,5.44368,101.75571,55.58351,4.70867,7.04487,6.70937,6.3077,N,2.84145,201-61-8449,50.13341,"4799 Jessica Alley
New Andreatown, MO 29241",Christopher Collins,Lewis-Turner,01/04/2003,M,O+,"Unit 3262 Box 7594
DPO AE 59216",Asian
7521,separated,5.29425,84.76958,1.0,3.63101,3.96807,74.74527,29.16917,6.5588,6.31297,7.03759,6.82043,Y,3.46094,853-13-4272,85.29644,"54539 Larry Island
East Rebeccafort, MD 73723",Eric Gutierrez,"Smith, Johnson and Ward",03/27/1944,M,O+,"521 Ashley Village Apt. 885
North William, NC 13880",White
7522,single,6.91943,60.98794,1.0,5.3655,4.95699,57.09127,44.79975,4.33957,7.3868,8.52277,7.0456,N,6.95389,853-13-4272,54.52219,"54539 Larry Island
East Rebeccafort, MD 73723",Eric Gutierrez,"Smith, Johnson and Ward",03/27/1944,M,O+,"521 Ashley Village Apt. 885
North William, NC 13880",White
7523,nop,4.0622,74.153,0.0,4.89513,4.48383,115.33385,49.10163,3.50297,6.98892,4.91074,5.34007,Y,2.38463,853-13-4272,70.20861,"54539 Larry Island
East Rebeccafort, MD 73723",Eric Gutierrez,"Smith, Johnson and Ward",03/27/1944,M,O+,"521 Ashley Village Apt. 885
North William, NC 13880",White
7524,separated,4.50543,38.25662,0.0,4.79911,5.81578,52.25779,45.30431,4.82385,8.19532,7.13009,6.61802,N,3.24214,836-06-9665,59.1195,"8268 Hays Grove
Charlotteside, DC 27254",Troy Williams,Parrish-Harris,01/15/2008,M,AB+,"Unit 5911 Box 5477
DPO AA 15233",White
7525,divorced,5.00542,77.20686,0.0,6.38475,6.15539,47.38695,32.00706,5.80692,5.46222,5.87247,7.59573,Y,2.40257,836-06-9665,59.68773,"8268 Hays Grove
Charlotteside, DC 27254",Troy Williams,Parrish-Harris,01/15/2008,M,AB+,"Unit 5911 Box 5477
DPO AA 15233",White
7526,single,5.04426,73.11757,0.0,4.8933,6.48951,98.3997,59.45887,3.82728,7.20112,4.67191,5.66714,Y,2.12809,836-06-9665,51.46785,"8268 Hays Grove
Charlotteside, DC 27254",Troy Williams,Parrish-Harris,01/15/2008,M,AB+,"Unit 5911 Box 5477
DPO AA 15233",White
7527,married,7.5913,57.57642,1.0,6.39496,7.19435,121.24434,75.4638,5.35194,4.99283,6.40737,5.39928,N,1.56177,211-90-8771,80.70304,"859 Lisa Ramp Apt. 054
Whiteside, DC 00592",Taylor Thomas,"Sims, Thomas and Cook",07/25/2007,F,A+,"61310 Bishop Mount
Lake Angelafurt, MA 19629",Asian
7528,married,4.01628,32.859,0.0,4.94919,5.58809,51.04099,44.24331,5.30925,4.2623,5.14694,6.27246,Y,1.86209,211-90-8771,53.49965,"859 Lisa Ramp Apt. 054
Whiteside, DC 00592",Taylor Thomas,"Sims, Thomas and Cook",07/25/2007,F,A+,"61310 Bishop Mount
Lake Angelafurt, MA 19629",Asian
7529,nop,5.46351,49.80957,1.0,3.45699,6.383,85.89158,61.33775,6.45349,4.91731,7.72396,4.69374,Y,4.50477,211-90-8771,59.52027,"859 Lisa Ramp Apt. 054
Whiteside, DC 00592",Taylor Thomas,"Sims, Thomas and Cook",07/25/2007,F,A+,"61310 Bishop Mount
Lake Angelafurt, MA 19629",Asian
7530,single,8.46066,68.44895,1.0,5.02937,5.38469,86.52206,33.76635,3.20227,5.26716,8.16425,5.70461,N,5.74928,135-86-4590,57.81181,"099 Michael Keys
Lopeztown, MO 77847",Heidi Santiago,Johnson LLC,03/07/1962,F,O-,"9812 Christina Avenue Apt. 289
Michaelside, MA 51585",White
7531,widowed,6.93243,80.63027,1.0,3.01789,5.85287,72.8419,65.40596,3.71498,6.46267,6.79486,4.96403,Y,2.91999,135-86-4590,63.60398,"099 Michael Keys
Lopeztown, MO 77847",Heidi Santiago,Johnson LLC,03/07/1962,F,O-,"9812 Christina Avenue Apt. 289
Michaelside, MA 51585",White
7532,single,9.13096,86.23289,1.0,4.26242,9.18693,-0.96128,22.4938,6.19572,6.20244,6.12523,6.60084,N,2.18179,135-86-4590,69.91114,"099 Michael Keys
Lopeztown, MO 77847",Heidi Santiago,Johnson LLC,03/07/1962,F,O-,"9812 Christina Avenue Apt. 289
Michaelside, MA 51585",White
7533,single,6.38615,71.4794,1.0,1.74655,6.99332,66.47977,61.32214,7.64193,7.39106,6.45187,5.47045,Y,1.48423,344-57-6839,68.51539,"78371 Maurice Hills Suite 744
Sharontown, PA 43594",Jeffrey Wolfe,"Allen, Contreras and Richmond",12/23/1967,M,B+,"7994 Shea Circles
North Charlesview, AZ 09055",White
7534,divorced,6.72104,83.78433,1.0,6.31523,7.65097,93.81777,61.79792,6.32831,6.20405,7.49284,5.70052,N,4.50536,344-57-6839,74.66442,"78371 Maurice Hills Suite 744
Sharontown, PA 43594",Jeffrey Wolfe,"Allen, Contreras and Richmond",12/23/1967,M,B+,"7994 Shea Circles
North Charlesview, AZ 09055",White
7535,divorced,8.22864,80.50787,1.0,5.15429,4.25745,108.62205,28.92238,3.46242,6.68074,8.01775,4.6811,N,5.25741,344-57-6839,44.50875,"78371 Maurice Hills Suite 744
Sharontown, PA 43594",Jeffrey Wolfe,"Allen, Contreras and Richmond",12/23/1967,M,B+,"7994 Shea Circles
North Charlesview, AZ 09055",White
7536,married,3.60163,69.62581,0.0,3.5874,6.44519,24.37661,58.78228,3.24528,5.24979,4.15531,6.94684,N,1.90872,043-48-6175,60.08783,"USS West
FPO AA 17950",James Hernandez,Salazar-Turner,03/14/1978,M,O+,"24836 Dennis Parks
North Katieburgh, NH 44117",Asian
7537,separated,6.86772,13.08146,1.0,4.11117,5.81685,113.67304,37.81503,4.79383,3.44453,6.00161,4.71636,Y,3.05619,043-48-6175,69.31867,"USS West
FPO AA 17950",James Hernandez,Salazar-Turner,03/14/1978,M,O+,"24836 Dennis Parks
North Katieburgh, NH 44117",Asian
7538,married,4.52129,31.78348,0.0,4.78248,6.68249,51.74568,52.4007,4.93579,4.26214,7.06997,4.00981,N,2.74657,043-48-6175,65.70529,"USS West
FPO AA 17950",James Hernandez,Salazar-Turner,03/14/1978,M,O+,"24836 Dennis Parks
North Katieburgh, NH 44117",Asian
7539,nop,5.5815,80.07565,0.0,4.14579,6.89052,76.71681,32.71803,4.82687,6.57314,6.32485,7.39648,N,2.30397,152-20-9542,63.00186,"5073 Davis Islands Suite 686
Port Sharon, IL 69807",Brian Smith,Gordon-Hamilton,12/25/1935,M,B-,"05442 Rebecca Forge Apt. 711
Whiteborough, VA 46479",White
7540,divorced,8.56963,85.1422,1.0,3.60864,6.51657,73.66271,50.98715,2.33307,5.90862,5.88033,5.50921,N,1.48882,152-20-9542,64.61543,"5073 Davis Islands Suite 686
Port Sharon, IL 69807",Brian Smith,Gordon-Hamilton,12/25/1935,M,B-,"05442 Rebecca Forge Apt. 711
Whiteborough, VA 46479",White
